Source,Target,Type,Id,Label,Weight,se_code,title/description,source_name,target_name,new_topics_ctfidf
597,1755,Undirected,13620,,0.333333,COP26-177,"actions for clean energy, clean materials & energy efficiency to advance ambitions & solutions clean energy, clean materials & energy efficiency solutions can deliver emissions reductions, enhanced resilience & help build back better. private sector partnerships, in response to ambitious ndcs, will find practical engineering solutions & leverage more investment in this critical decade.",Institute of Electrical and Electronics Engineers (IEEE),European Business Council for Sustainable Energy (e5),2
1584,377,Undirected,13621,,0.333333,COP23-119,"a bright future: the value of electricity for a decarbonised economy and transport sector representatives from electricity & sustainable transport sectors, industry, investors & civil society, to engage on value of electrification for sustainable global development. speakers to present strategic low-carbon electricity projects showing potential of electrification in sustainable transport",Union of the Electricity Industry (Eurelectric),International Union of Railways (UIC),2
377,599,Undirected,13622,,0.333333,COP23-119,"a bright future: the value of electricity for a decarbonised economy and transport sector representatives from electricity & sustainable transport sectors, industry, investors & civil society, to engage on value of electrification for sustainable global development. speakers to present strategic low-carbon electricity projects showing potential of electrification in sustainable transport",International Union of Railways (UIC),International Association of Public Transport (UITP),2
1584,599,Undirected,13623,,0.333333,COP23-119,"a bright future: the value of electricity for a decarbonised economy and transport sector representatives from electricity & sustainable transport sectors, industry, investors & civil society, to engage on value of electrification for sustainable global development. speakers to present strategic low-carbon electricity projects showing potential of electrification in sustainable transport",Union of the Electricity Industry (Eurelectric),International Association of Public Transport (UITP),2
780,1240,Undirected,13624,,0.333333,COP22-191,"financing energy efficiency in developing countries - what are the challenges and options available? improving energy efficiency in domestic housing, industry and small businesses is essential to reduce ghg emissions and enhance climate resilience. this side event will present good practice examples for energy efficiency projects in developing countries and explore financing options.",Geres,KfW,2
272,1240,Undirected,13625,,0.333333,COP22-191,"financing energy efficiency in developing countries - what are the challenges and options available? improving energy efficiency in domestic housing, industry and small businesses is essential to reduce ghg emissions and enhance climate resilience. this side event will present good practice examples for energy efficiency projects in developing countries and explore financing options.",The Carbon Trust,KfW,2
272,780,Undirected,13626,,0.333333,COP22-191,"financing energy efficiency in developing countries - what are the challenges and options available? improving energy efficiency in domestic housing, industry and small businesses is essential to reduce ghg emissions and enhance climate resilience. this side event will present good practice examples for energy efficiency projects in developing countries and explore financing options.",The Carbon Trust,Geres,2
335,1526,Undirected,13627,,1,COP25-074,"achieving the ndcs through energy transition acceleration the event aims to shed light on pilot and innovative approach to adress issues of energy transition in the world. the side event will show case studies from different countries for the deployment of renewable energy, eco-dry clearing and energy efficiency",Tunisia,Perspectives Climate Research gGmbH (PCR),2
1710,806,Undirected,13628,,0.066667,COP27-163,"build a future of real solutions, not a fossil fuel house of cards a panel of csos, ipos, movement leaders and activists present real, credible solutions to enact a just transition, and explore the barriers, obstacles, and false solutions that are holding us back from keeping global temperature rise to below 1.5 degrees celsius.",Friends of the Earth International (FOEI),Indigenous Educational Network of Turtle Island (IENTI/IEN) (IEN),19
1497,806,Undirected,13629,,0.066667,COP27-163,"build a future of real solutions, not a fossil fuel house of cards a panel of csos, ipos, movement leaders and activists present real, credible solutions to enact a just transition, and explore the barriers, obstacles, and false solutions that are holding us back from keeping global temperature rise to below 1.5 degrees celsius.",Corporate Accountability International,Indigenous Educational Network of Turtle Island (IENTI/IEN) (IEN),19
806,471,Undirected,13630,,0.066667,COP27-163,"build a future of real solutions, not a fossil fuel house of cards a panel of csos, ipos, movement leaders and activists present real, credible solutions to enact a just transition, and explore the barriers, obstacles, and false solutions that are holding us back from keeping global temperature rise to below 1.5 degrees celsius.",Indigenous Educational Network of Turtle Island (IENTI/IEN) (IEN),Health of Mother Earth Foundation (HOMEF),19
1112,471,Undirected,13631,,0.066667,COP27-163,"build a future of real solutions, not a fossil fuel house of cards a panel of csos, ipos, movement leaders and activists present real, credible solutions to enact a just transition, and explore the barriers, obstacles, and false solutions that are holding us back from keeping global temperature rise to below 1.5 degrees celsius.",Corporate Europe Observatory Foundation (CEO),Health of Mother Earth Foundation (HOMEF),19
1710,471,Undirected,13632,,0.066667,COP27-163,"build a future of real solutions, not a fossil fuel house of cards a panel of csos, ipos, movement leaders and activists present real, credible solutions to enact a just transition, and explore the barriers, obstacles, and false solutions that are holding us back from keeping global temperature rise to below 1.5 degrees celsius.",Friends of the Earth International (FOEI),Health of Mother Earth Foundation (HOMEF),19
1497,471,Undirected,13633,,0.066667,COP27-163,"build a future of real solutions, not a fossil fuel house of cards a panel of csos, ipos, movement leaders and activists present real, credible solutions to enact a just transition, and explore the barriers, obstacles, and false solutions that are holding us back from keeping global temperature rise to below 1.5 degrees celsius.",Corporate Accountability International,Health of Mother Earth Foundation (HOMEF),19
111,471,Undirected,13634,,0.066667,COP27-163,"build a future of real solutions, not a fossil fuel house of cards a panel of csos, ipos, movement leaders and activists present real, credible solutions to enact a just transition, and explore the barriers, obstacles, and false solutions that are holding us back from keeping global temperature rise to below 1.5 degrees celsius.",Global Forest Coalition (GFC),Health of Mother Earth Foundation (HOMEF),19
806,1112,Undirected,13635,,0.066667,COP27-163,"build a future of real solutions, not a fossil fuel house of cards a panel of csos, ipos, movement leaders and activists present real, credible solutions to enact a just transition, and explore the barriers, obstacles, and false solutions that are holding us back from keeping global temperature rise to below 1.5 degrees celsius.",Indigenous Educational Network of Turtle Island (IENTI/IEN) (IEN),Corporate Europe Observatory Foundation (CEO),19
1497,1112,Undirected,13637,,0.066667,COP27-163,"build a future of real solutions, not a fossil fuel house of cards a panel of csos, ipos, movement leaders and activists present real, credible solutions to enact a just transition, and explore the barriers, obstacles, and false solutions that are holding us back from keeping global temperature rise to below 1.5 degrees celsius.",Corporate Accountability International,Corporate Europe Observatory Foundation (CEO),19
806,111,Undirected,13638,,0.066667,COP27-163,"build a future of real solutions, not a fossil fuel house of cards a panel of csos, ipos, movement leaders and activists present real, credible solutions to enact a just transition, and explore the barriers, obstacles, and false solutions that are holding us back from keeping global temperature rise to below 1.5 degrees celsius.",Indigenous Educational Network of Turtle Island (IENTI/IEN) (IEN),Global Forest Coalition (GFC),19
1112,111,Undirected,13639,,0.066667,COP27-163,"build a future of real solutions, not a fossil fuel house of cards a panel of csos, ipos, movement leaders and activists present real, credible solutions to enact a just transition, and explore the barriers, obstacles, and false solutions that are holding us back from keeping global temperature rise to below 1.5 degrees celsius.",Corporate Europe Observatory Foundation (CEO),Global Forest Coalition (GFC),19
1710,111,Undirected,13640,,0.066667,COP27-163,"build a future of real solutions, not a fossil fuel house of cards a panel of csos, ipos, movement leaders and activists present real, credible solutions to enact a just transition, and explore the barriers, obstacles, and false solutions that are holding us back from keeping global temperature rise to below 1.5 degrees celsius.",Friends of the Earth International (FOEI),Global Forest Coalition (GFC),19
1497,111,Undirected,13641,,0.066667,COP27-163,"build a future of real solutions, not a fossil fuel house of cards a panel of csos, ipos, movement leaders and activists present real, credible solutions to enact a just transition, and explore the barriers, obstacles, and false solutions that are holding us back from keeping global temperature rise to below 1.5 degrees celsius.",Corporate Accountability International,Global Forest Coalition (GFC),19
1710,1497,Undirected,13642,,0.066667,COP27-163,"build a future of real solutions, not a fossil fuel house of cards a panel of csos, ipos, movement leaders and activists present real, credible solutions to enact a just transition, and explore the barriers, obstacles, and false solutions that are holding us back from keeping global temperature rise to below 1.5 degrees celsius.",Friends of the Earth International (FOEI),Corporate Accountability International,19
1735,832,Undirected,13644,,0.166667,COP28-224,"100% renewable & local solutions: africa, south asia & global climate resilience & poverty reduction showcasing community & eco-village development: transition to 100% renewables, climate mitigation, adaptation & resilience with social co-benefits, income generation, food security, livelihoods, gender. online catalogues. ex: participatory planning & training in africa, south asia & around the world",Nordic Folkecenter for Renewable Energy (NFVE),Integrated Sustainable Energy and Ecological Development Association (INSEDA),62
174,832,Undirected,13645,,0.166667,COP28-224,"100% renewable & local solutions: africa, south asia & global climate resilience & poverty reduction showcasing community & eco-village development: transition to 100% renewables, climate mitigation, adaptation & resilience with social co-benefits, income generation, food security, livelihoods, gender. online catalogues. ex: participatory planning & training in africa, south asia & around the world",Global Ecovillage Network (GEN - International),Integrated Sustainable Energy and Ecological Development Association (INSEDA),62
1466,1735,Undirected,13646,,0.166667,COP28-224,"100% renewable & local solutions: africa, south asia & global climate resilience & poverty reduction showcasing community & eco-village development: transition to 100% renewables, climate mitigation, adaptation & resilience with social co-benefits, income generation, food security, livelihoods, gender. online catalogues. ex: participatory planning & training in africa, south asia & around the world",Sustainable Environmental Development Watch (SusWatch),Nordic Folkecenter for Renewable Energy (NFVE),62
1466,174,Undirected,13647,,0.166667,COP28-224,"100% renewable & local solutions: africa, south asia & global climate resilience & poverty reduction showcasing community & eco-village development: transition to 100% renewables, climate mitigation, adaptation & resilience with social co-benefits, income generation, food security, livelihoods, gender. online catalogues. ex: participatory planning & training in africa, south asia & around the world",Sustainable Environmental Development Watch (SusWatch),Global Ecovillage Network (GEN - International),62
1113,1743,Undirected,13649,,1,COP24-004,"achieving the imo ghg reduction objectives: fossil fuels, climate change and economic development achieving the paris agreement and the imo initial strategy objectives will require a rapid shift away from fossil fuel use. this session will discuss options for achieving these objectives, and the implications for economic development, including for vulnerable countries.",IPIECA Limited (IPIECA),University College London (UCL),19
1329,388,Undirected,13650,,1,COP24-224,"pathways to paris: policy, environmental, & technological innovations to balance the energy trilemma what roles are national and local policy, technological, and environmental innovations playing in balancing energy for prosperity with ambitious ndcs? this session will highlight the broader landscape of innovation factors that are triggering and accelerating new energy solutions.",World Energy Council (WEC),Massachusetts Institute of Technology (MIT),2
911,1437,Undirected,13652,,0.066667,COP28-162,"nuclear energy's contribution to deep decarbonization of electricity and harder-to-abate sectors. nuclear enables deep decarbonization of electricity generation and harder-to-abate sectors, including supplying high-temperature process heat for industry, district heating and desalination. nuclear projects can also boost economies, provide high-skill employment and contribute to a just transition.",Canadian Nuclear Association (CNA),Nuclear Industry Association (NIA),61
1073,1437,Undirected,13653,,0.066667,COP28-162,"nuclear energy's contribution to deep decarbonization of electricity and harder-to-abate sectors. nuclear enables deep decarbonization of electricity generation and harder-to-abate sectors, including supplying high-temperature process heat for industry, district heating and desalination. nuclear projects can also boost economies, provide high-skill employment and contribute to a just transition.",Forum Atomique Européen (FORATOM),Nuclear Industry Association (NIA),61
1437,1665,Undirected,13656,,0.066667,COP28-162,"nuclear energy's contribution to deep decarbonization of electricity and harder-to-abate sectors. nuclear enables deep decarbonization of electricity generation and harder-to-abate sectors, including supplying high-temperature process heat for industry, district heating and desalination. nuclear projects can also boost economies, provide high-skill employment and contribute to a just transition.",Nuclear Industry Association (NIA),"Japan Atomic Industrial Forum, Inc. (JAIF)",61
1437,818,Undirected,13659,,0.066667,COP28-162,"nuclear energy's contribution to deep decarbonization of electricity and harder-to-abate sectors. nuclear enables deep decarbonization of electricity generation and harder-to-abate sectors, including supplying high-temperature process heat for industry, district heating and desalination. nuclear projects can also boost economies, provide high-skill employment and contribute to a just transition.",Nuclear Industry Association (NIA),Nuclear Energy Institute (NEI),61
1437,1296,Undirected,13663,,0.066667,COP28-162,"nuclear energy's contribution to deep decarbonization of electricity and harder-to-abate sectors. nuclear enables deep decarbonization of electricity generation and harder-to-abate sectors, including supplying high-temperature process heat for industry, district heating and desalination. nuclear projects can also boost economies, provide high-skill employment and contribute to a just transition.",Nuclear Industry Association (NIA),World Nuclear Association (WNA),61
911,1073,Undirected,13666,,0.2,COP27-313,"meeting the energy challenge: nuclear's role in a sustainable and secure low-carbon future energy demand has been growing faster than clean energy production, leading to a rise in energy-related ghgs. price rises triggered by fossil fuel supplies concerns are causing hardship. the event explores how nuclear energy can contribute to a more affordable, secure and sustainable energy future.",Canadian Nuclear Association (CNA),Forum Atomique Européen (FORATOM),61
911,1665,Undirected,13667,,0.2,COP27-313,"meeting the energy challenge: nuclear's role in a sustainable and secure low-carbon future energy demand has been growing faster than clean energy production, leading to a rise in energy-related ghgs. price rises triggered by fossil fuel supplies concerns are causing hardship. the event explores how nuclear energy can contribute to a more affordable, secure and sustainable energy future.",Canadian Nuclear Association (CNA),"Japan Atomic Industrial Forum, Inc. (JAIF)",61
911,818,Undirected,13669,,0.2,COP27-313,"meeting the energy challenge: nuclear's role in a sustainable and secure low-carbon future energy demand has been growing faster than clean energy production, leading to a rise in energy-related ghgs. price rises triggered by fossil fuel supplies concerns are causing hardship. the event explores how nuclear energy can contribute to a more affordable, secure and sustainable energy future.",Canadian Nuclear Association (CNA),Nuclear Energy Institute (NEI),61
729,818,Undirected,13672,,0.066667,COP27-313,"meeting the energy challenge: nuclear's role in a sustainable and secure low-carbon future energy demand has been growing faster than clean energy production, leading to a rise in energy-related ghgs. price rises triggered by fossil fuel supplies concerns are causing hardship. the event explores how nuclear energy can contribute to a more affordable, secure and sustainable energy future.",Latin American Section of the American Nuclear Society (LAS/ANS),Nuclear Energy Institute (NEI),61
911,1296,Undirected,13673,,0.2,COP27-313,"meeting the energy challenge: nuclear's role in a sustainable and secure low-carbon future energy demand has been growing faster than clean energy production, leading to a rise in energy-related ghgs. price rises triggered by fossil fuel supplies concerns are causing hardship. the event explores how nuclear energy can contribute to a more affordable, secure and sustainable energy future.",Canadian Nuclear Association (CNA),World Nuclear Association (WNA),61
729,1296,Undirected,13677,,0.066667,COP27-313,"meeting the energy challenge: nuclear's role in a sustainable and secure low-carbon future energy demand has been growing faster than clean energy production, leading to a rise in energy-related ghgs. price rises triggered by fossil fuel supplies concerns are causing hardship. the event explores how nuclear energy can contribute to a more affordable, secure and sustainable energy future.",Latin American Section of the American Nuclear Society (LAS/ANS),World Nuclear Association (WNA),61
911,729,Undirected,13678,,0.066667,COP27-313,"meeting the energy challenge: nuclear's role in a sustainable and secure low-carbon future energy demand has been growing faster than clean energy production, leading to a rise in energy-related ghgs. price rises triggered by fossil fuel supplies concerns are causing hardship. the event explores how nuclear energy can contribute to a more affordable, secure and sustainable energy future.",Canadian Nuclear Association (CNA),Latin American Section of the American Nuclear Society (LAS/ANS),61
1073,729,Undirected,13679,,0.066667,COP27-313,"meeting the energy challenge: nuclear's role in a sustainable and secure low-carbon future energy demand has been growing faster than clean energy production, leading to a rise in energy-related ghgs. price rises triggered by fossil fuel supplies concerns are causing hardship. the event explores how nuclear energy can contribute to a more affordable, secure and sustainable energy future.",Forum Atomique Européen (FORATOM),Latin American Section of the American Nuclear Society (LAS/ANS),61
1665,729,Undirected,13680,,0.066667,COP27-313,"meeting the energy challenge: nuclear's role in a sustainable and secure low-carbon future energy demand has been growing faster than clean energy production, leading to a rise in energy-related ghgs. price rises triggered by fossil fuel supplies concerns are causing hardship. the event explores how nuclear energy can contribute to a more affordable, secure and sustainable energy future.","Japan Atomic Industrial Forum, Inc. (JAIF)",Latin American Section of the American Nuclear Society (LAS/ANS),61
1572,1590,Undirected,13681,,1,COP28-291,"realizing a just energy transition by modeling energy security and development strategies promoting renewable energy in sids. topics will include how sids can leverage climate finance to enhance national capabilities and develop climate-resilient infrastructure. the event will also discuss methods for sids to avert fossil fuel dependence, helping them to discuss a major course correction",Saint Kitts and Nevis,Foundation of Taiwan Industry Service (FTIS),2
656,628,Undirected,13682,,1,COP26-126,channeling finance from coal to clean in oecd by 2030 and in asia by 2040 what are the necessary means for oecd countries to achieve a coal phase-out by 2030 and for asian countries to end the reliance on coal? speakers will discuss the unique challenges and obstacles faced in each country and on the role of diverting finance from coal to a just energy transition.,Kiko Network,urgewald e.V.,19
1690,417,Undirected,13683,,1,COP23-031,title: achieving a just transition: climate change mitigation success stories from around the globe the sustainable markets foundation-350.org and the climate scorecard project/ earthaction will share mitigation success stories about the transition from fossil fuels towards renewable energy.,350.org (350.org),EarthAction,19
1152,959,Undirected,13684,,0.5,COP23-096,"mobilizing the business of clean and productive energy the private sector is driving local & national action to help countries improve energy productivity, build a diverse low-carbon electricity portfolio and design smart, sustainable infrastructure replete with renewable bioproducts. hear how smart policy and investments create jobs and grow economies.",Alliance to Save Energy (ASE),U.S. Green Building Council (USGBC),2
959,485,Undirected,13685,,1,COP22-099,"business plans, ndcs and transforming the power paradigm business & policy leaders discuss how to transform ndcs into clean energy action plans. with common goals of increased energy productivity, climate resilience, low-carbon electricity, smart design of buildings & electric grid in our cities, cooperation can create low-carbon development pathways.",U.S. Green Building Council (USGBC),Business Council for Sustainable Energy (BCSE),2
1152,485,Undirected,13686,,0.833333,COP21-083,"a key to energizing efficient, productive & smart cities and grids business & policy leaders discuss how to unlock the door to emissions reductions and increased energy productivity with energy-efficient & smart technologies in our cities and electricity grids. hear how these solutions will deliver low-carbon energy, climate resilience & improved productivity.",Alliance to Save Energy (ASE),Business Council for Sustainable Energy (BCSE),2
239,485,Undirected,13687,,0.666667,COP26-216,"powering forward in the critical decade: business leaders in energy, building & circular economy ambitious ndcs send market signals that can advance economic recovery and redirect climate-smart investments into infrastructure, energy systems and the circular economy. partnerships with the private sector can deliver ghg reductions, increase resilience and expand health & economic benefits.","Corn Refiners Association, Inc. (CRA)",Business Council for Sustainable Energy (BCSE),2
959,239,Undirected,13688,,0.666667,COP23-096,"mobilizing the business of clean and productive energy the private sector is driving local & national action to help countries improve energy productivity, build a diverse low-carbon electricity portfolio and design smart, sustainable infrastructure replete with renewable bioproducts. hear how smart policy and investments create jobs and grow economies.",U.S. Green Building Council (USGBC),"Corn Refiners Association, Inc. (CRA)",2
1152,239,Undirected,13689,,0.833333,COP28-209,"answering the gst, charting the energy transition & building a circular economy the path to decarbonization calls on a broad portfolio of technology & efficiency solutions across the built environment & power sector. biobased products open new avenues for climate progress. taking a holistic systems approach that embraces equity and partnerships, will deliver long-term success.",Alliance to Save Energy (ASE),"Corn Refiners Association, Inc. (CRA)",2
71,959,Undirected,13703,,0.166667,COP26-216,"powering forward in the critical decade: business leaders in energy, building & circular economy ambitious ndcs send market signals that can advance economic recovery and redirect climate-smart investments into infrastructure, energy systems and the circular economy. partnerships with the private sector can deliver ghg reductions, increase resilience and expand health & economic benefits.",Demand Response and Smart Grid Coalition (DRSG),U.S. Green Building Council (USGBC),2
71,485,Undirected,13706,,0.5,COP21-083,"a key to energizing efficient, productive & smart cities and grids business & policy leaders discuss how to unlock the door to emissions reductions and increased energy productivity with energy-efficient & smart technologies in our cities and electricity grids. hear how these solutions will deliver low-carbon energy, climate resilience & improved productivity.",Demand Response and Smart Grid Coalition (DRSG),Business Council for Sustainable Energy (BCSE),2
71,239,Undirected,13707,,0.166667,COP26-216,"powering forward in the critical decade: business leaders in energy, building & circular economy ambitious ndcs send market signals that can advance economic recovery and redirect climate-smart investments into infrastructure, energy systems and the circular economy. partnerships with the private sector can deliver ghg reductions, increase resilience and expand health & economic benefits.",Demand Response and Smart Grid Coalition (DRSG),"Corn Refiners Association, Inc. (CRA)",2
242,485,Undirected,13709,,0.333333,COP22-099,"business plans, ndcs and transforming the power paradigm business & policy leaders discuss how to transform ndcs into clean energy action plans. with common goals of increased energy productivity, climate resilience, low-carbon electricity, smart design of buildings & electric grid in our cities, cooperation can create low-carbon development pathways.",Edison Electric Institute (EEI),Business Council for Sustainable Energy (BCSE),2
959,242,Undirected,13710,,0.333333,COP22-099,"business plans, ndcs and transforming the power paradigm business & policy leaders discuss how to transform ndcs into clean energy action plans. with common goals of increased energy productivity, climate resilience, low-carbon electricity, smart design of buildings & electric grid in our cities, cooperation can create low-carbon development pathways.",U.S. Green Building Council (USGBC),Edison Electric Institute (EEI),2
1152,71,Undirected,13713,,0.333333,COP21-083,"a key to energizing efficient, productive & smart cities and grids business & policy leaders discuss how to unlock the door to emissions reductions and increased energy productivity with energy-efficient & smart technologies in our cities and electricity grids. hear how these solutions will deliver low-carbon energy, climate resilience & improved productivity.",Alliance to Save Energy (ASE),Demand Response and Smart Grid Coalition (DRSG),2
491,239,Undirected,13714,,0.333333,COP28-209,"answering the gst, charting the energy transition & building a circular economy the path to decarbonization calls on a broad portfolio of technology & efficiency solutions across the built environment & power sector. biobased products open new avenues for climate progress. taking a holistic systems approach that embraces equity and partnerships, will deliver long-term success.",International Council for Sustainable Energy (ICSE),"Corn Refiners Association, Inc. (CRA)",2
491,1152,Undirected,13716,,0.333333,COP28-209,"answering the gst, charting the energy transition & building a circular economy the path to decarbonization calls on a broad portfolio of technology & efficiency solutions across the built environment & power sector. biobased products open new avenues for climate progress. taking a holistic systems approach that embraces equity and partnerships, will deliver long-term success.",International Council for Sustainable Energy (ICSE),Alliance to Save Energy (ASE),2
139,916,Undirected,13717,,1,COP27-314,"financing the energy transition: the dangers of fossil fuel subsidies and false solutions financing a fair energy transition requires a shift away from fossil financing. instead, governments are doubling down on dangerous distractions, including gas, fossil hydrogen and ccus. this event will provide insights and key learnings from brazil, argentina, south africa, canada and india.",Environmental Defence Canada Inc.,Fundación Ambiente y Recursos Naturales (FARN),19
1307,916,Undirected,13718,,0.333333,COP24-116,"financing the just transition: fossil fuel subsidy reform and reinvestment to communities opportunity to fund the just energy transition through redirection of public fossil fuel subsidies (usd 425billion) towards households and sustainable energy (renewables, energy efficiency). launch of the friends of ffsr network to support the shift. positive case studies from countries.",International Institute for Sustainable Development (IISD),Fundación Ambiente y Recursos Naturales (FARN),19
1566,916,Undirected,13719,,0.333333,COP24-116,"financing the just transition: fossil fuel subsidy reform and reinvestment to communities opportunity to fund the just energy transition through redirection of public fossil fuel subsidies (usd 425billion) towards households and sustainable energy (renewables, energy efficiency). launch of the friends of ffsr network to support the shift. positive case studies from countries.",New Zealand,Fundación Ambiente y Recursos Naturales (FARN),19
1069,540,Undirected,13721,,2,COP22-209,"accelerating investments in renewable energy in africa: challenges and success stories-ghana & kenya an enhanced dissemination, adoption and utilisation of renewable energy sources are critical for climate change mitigation. unfortunately, investments in re in africa are inadequate. the event will unravel successes, opportunities & constraints to renewable energy investments in ghana and kenya",HATOF Foundation,Ghana,2
1430,206,Undirected,13723,,0.333333,COP24-253,"fuel to the fire – drivers, profiteers and losers of geoengineering most scenarios limiting warming to 1.5°c involve deployment of risky and unproven technologies. fossil fuel companies are potential profiteers and proponents of geoengineering. support for those technologies, e.g in the land sector, could in the future also be sought from climate finance channels.",Heinrich Böll Foundation (HBF),"Action Group on Erosion, Technology and Concentration (ETC Group) (ETC Group)",19
206,471,Undirected,13724,,0.333333,COP24-253,"fuel to the fire – drivers, profiteers and losers of geoengineering most scenarios limiting warming to 1.5°c involve deployment of risky and unproven technologies. fossil fuel companies are potential profiteers and proponents of geoengineering. support for those technologies, e.g in the land sector, could in the future also be sought from climate finance channels.","Action Group on Erosion, Technology and Concentration (ETC Group) (ETC Group)",Health of Mother Earth Foundation (HOMEF),19
1430,471,Undirected,13725,,0.333333,COP24-253,"fuel to the fire – drivers, profiteers and losers of geoengineering most scenarios limiting warming to 1.5°c involve deployment of risky and unproven technologies. fossil fuel companies are potential profiteers and proponents of geoengineering. support for those technologies, e.g in the land sector, could in the future also be sought from climate finance channels.",Heinrich Böll Foundation (HBF),Health of Mother Earth Foundation (HOMEF),19
441,387,Undirected,13726,,1,COP28-198,"sustainable mineral supplies for the energy transition: why responsible mining matters there is growing awareness that the transition to net-zero requires increased mineral supplies, but insufficient emphasis on the implications for local communities and other stakeholders in minerals-producing countries. this event will explore why responsible mining matters for a just transition.",Philippines,International Council for Mining and Metals (ICMM),19
491,1197,Undirected,13728,,0.333333,COP22-166,"taking the clean energy transformation from nationally determined contributions (ndcs) to action a panel of executives & market experts discuss a broad clean energy portfolio that will enable countries to reach ndc energy and mitigation goals, including energy efficiency, renewable energy as well as co2 capture & utilisation for energy and material production & for permanent geological storage.",International Council for Sustainable Energy (ICSE),Global Carbon Capture and Storage Institute Ltd,2
1755,1197,Undirected,13729,,0.333333,COP22-166,"taking the clean energy transformation from nationally determined contributions (ndcs) to action a panel of executives & market experts discuss a broad clean energy portfolio that will enable countries to reach ndc energy and mitigation goals, including energy efficiency, renewable energy as well as co2 capture & utilisation for energy and material production & for permanent geological storage.",European Business Council for Sustainable Energy (e5),Global Carbon Capture and Storage Institute Ltd,2
491,71,Undirected,13730,,1,COP23-125,"delivering innovative business solutions & clean energy exciting solutions are emerging from the private sector that can enhance country ambition & energy security. these innovative technologies & business models are delivering clean energy, increasing efficiency, capturing & utilizing carbon, making the electricity grid smarter and more resilient.",International Council for Sustainable Energy (ICSE),Demand Response and Smart Grid Coalition (DRSG),2
523,1197,Undirected,13731,,1,COP20-079,the ability of clean fossil and non-fossil energy to fulfil sustainable development goals every source of energy presents both advantages and disadvantages with respect to sustainable development (sd) in developing countries. this event explores the contributions of clean energy sources and technologies in fulfilling sd and decarbonisation goals.,Saudi Arabia,Global Carbon Capture and Storage Institute Ltd,2
1735,1446,Undirected,13733,,0.333333,COP24-255,"essential climate solutions: community-led development, renewable energy and cultural heritage a talanoa dialogue style roundtable illustrating how community-led development and cultural heritage provide solutions addressing challenges created by climate change and energy transitions, implement the paris agreement and sdgs, while fostering resilient, diverse and regenerative communities",Nordic Folkecenter for Renewable Energy (NFVE),International National Trusts Organisation (INTO),2
174,1446,Undirected,13734,,0.333333,COP24-255,"essential climate solutions: community-led development, renewable energy and cultural heritage a talanoa dialogue style roundtable illustrating how community-led development and cultural heritage provide solutions addressing challenges created by climate change and energy transitions, implement the paris agreement and sdgs, while fostering resilient, diverse and regenerative communities",Global Ecovillage Network (GEN - International),International National Trusts Organisation (INTO),2
596,836,Undirected,13735,,1,COP23-359,"russia's contribution to low-emission economies the panel will gather top-level executives and experts to discuss the role of russian resources such as natural gas, nuclear and renewable energy in mitigating climate change",National Carbon Sequestration Foundation (NCSF),Russian Federation,61
927,1682,Undirected,13736,,2,COP23-385,"islands and low carbon pathways experts will discuss how islands can envisage the future of their energy systems in the paris agreement context. lessons from modeling exercises will illustrate the debate about their particular needs in terms of energy autonomy, renewables integration, power access or secured supply of electricity.",ParisTech (ParisTech),Ecole Nationale Supérieure des Mines de Paris (Mines ParisTech),2
927,82,Undirected,13737,,2,COP19-011,combating climate change with or without nuclear power experts will discuss how the fukushima accident changed the ways countries envisage the future of nuclear energy and lessons from modeling exercises about the implications for climate policies of hypothesis about the slowing down of the deployment or the ban of this energy in various world regions,ParisTech (ParisTech),Centre International de Recherche sur l'Environnement et le Développement (CIRED),61
1682,82,Undirected,13738,,1,COP25-254,considering social acceptance in the energy transition of states long-term modeling of energy-climate issues will be discussed under the prism of the social acceptance of energy project. a special attention will be paid to how developed and developing countries can envisage the future of their energy and economic systems in the paris agreement context.,Ecole Nationale Supérieure des Mines de Paris (Mines ParisTech),Centre International de Recherche sur l'Environnement et le Développement (CIRED),2
1002,575,Undirected,13747,,1,COP23-376,"biofuture@cop23 - scaling up the low carbon bioeconomy: an urgent and vital challenge"" biofuture platform countries and int´l organizations will review achievements since the launch of the initiative and endorse the biofuture vision statement. the event will also feature brazil´s renovabio program as a policy example relevant to implementing the paris agreement and biofuture´s vision.",Brazil,Center for Management and Strategic Studies (CGEE),41
84,1622,Undirected,13750,,1,COP22-034,"zambia & renewable energy: rural electrification technology transfer & hydropower vulnerability zambia’s ndc goals in off-grid renewable energy for rural electrification include innovative technology partnerships with china, denmark & undp. at the same time, responding to climate impacts on hydropower in zambia requires integrated planning, adaptive design & strong cross-sectoral institutions",University of Cape Town (UCT),Zambia,2
1755,669,Undirected,13751,,1,COP18-214,"the chemical industry's contribution to building energy efficiency and ghg reduction icca has analyzed the contribution of chemicals to building energy efficiency. the event will report the findings for these technologies, provide a quantitative basis for the net energy and ghg savings, and address steps that can be taken to promote use of these beneficial technologies",European Business Council for Sustainable Energy (e5),International Council of Chemical Associations (ICCA),2
1361,669,Undirected,13752,,1,COP19-063,"accelerating climate solutions: technology & policy options for reducing energy use & ghg emissions panelist will articulate actionable policies and activities to further energy efficiency(ee) & ghg abatement in the next 10 years. industrial and buildings ee will be an area of focus. specific ee recommendations included in iea, icc, unep roadmaps will be discussed. event supported by unep sbci",European Chemical Industry Council (CEFIC),International Council of Chemical Associations (ICCA),2
